gj000120	1109309.697	580009.431	-4.304
gj000121	1109311.737	580009.451	-4.227
gj000122	1109313.772	580009.487	-4.249
gj000123	1109315.807	580009.52	-4.145
gj000124	1109317.837	580009.562	-4.146
gj000125	1109319.871	580009.595	-4.245
gj000126	1109321.896	580009.619	-4.456
gj000127	1109323.919	580009.642	-4.464
gj000128	1109325.934	580009.67	-4.649
gj000129	1109327.96	580009.701	-4.726
gj000130	1109329.982	580009.737	-4.905
gj000131	1109332.006	580009.765	-4.951
gj000132	1109334.028	580009.785	-4.951
gj000133	1109336.048	580009.801	-4.923
gj000134	1109338.065	580009.81	-4.917
gj000135	1109340.075	580009.812	-4.825
gj000136	1109342.463	580009.786	-4.57
gj000137	1109344.842	580009.726	-4.559
gj000138	1109347.206	580009.633	-4.409
gj000139	1109349.57	580009.526	-4.798
gj000140	1109351.933	580009.422	-4.858
gj000141	1109354.304	580009.337	-4.78
gj000142	1109356.677	580009.262	-4.552
gj000143	1109359.045	580009.228	-4.112
gj000144	1109361.414	580009.189	-4.104
gj000145	1109363.789	580009.148	-4.084
gj000146	1109366.145	580009.094	-4.107
gj000147	1109368.505	580009.002	-4.214
gj000148	1109370.884	580008.895	-4.235
gj000149	1109373.276	580008.81	-4.306
gj000150	1109375.278	580008.755	-4.237
gj000151	1109377.295	580008.686	-4.198
gj000152	1109379.3	580008.605	-4.206
gj000153	1109381.309	580008.505	-4.212
gj000154	1109383.329	580008.433	-4.152
gj000155	1109385.357	580008.375	-4.117
gj000156	1109387.39	580008.352	-4.097
gj000157	1109389.425	580008.343	-4.492
gj000158	1109391.464	580008.345	-4.604
gj000159	1109393.501	580008.359	-4.881
gj000160	1109395.539	580008.39	-4.807
gj000161	1109397.582	580008.434	-5.04
gj000162	1109399.629	580008.5	-5.154
gj000163	1109401.675	580008.58	-5.045
gj000164	1109403.721	580008.674	-4.926
gj000165	1109405.769	580008.778	-4.979
gj000166	1109407.814	580008.892	-4.861
gj000167	1109409.863	580009.017	-4.577
gj000168	1109411.912	580009.158	-4.518
gj000169	1109413.918	580009.22	-4.165
gj000170	1109416.15	580009.159	-4.203
gj000171	1109418.227	580008.909	-4.192
gj000172	1109420.414	580008.439	-3.753
gj000173	1109422.379	580007.816	-3.781
gj000174	1109424.374	580006.932	-4.064
gj000175	1109426.13	580005.892	-4.252
gj000176	1109427.822	580004.564	-4.731
gj000177	1109429.204	580003.089	-4.882
gj000178	1109430.369	580001.357	-5.14
gj000179	1109431.209	579999.419	-5.527
gj000180	1109431.58	579997.381	-5.687
gj000181	1109431.355	579995.271	-5.837
gj000182	1109430.388	579993.435	-5.875
gj000183	1109428.72	579992.331	-5.892
gj000184	1109426.692	579992.351	-5.862
gj000185	1109424.806	579993.291	-5.84
gj000186	1109423.178	579994.617	-5.675
gj000187	1109421.623	579996.024	-5.494
gj000188	1109420.131	579997.441	-5.592
gj000189	1109418.514	579998.94	-5.497
gj000190	1109416.958	580000.271	-5.411
gj000191	1109415.265	580001.478	-5.272
gj000192	1109413.47	580002.512	-5.267
gj000193	1109411.592	580003.25	-5.126
gj000194	1109383.876	580005.192	-4.996
gj000195	1109381.707	580005.25	-5.014
gj000196	1109379.521	580005.297	-5.021
gj000197	1109377.337	580005.341	-4.983
gj000198	1109375.158	580005.412	-4.981
gj000199	1109372.975	580005.47	-4.933
gj000200	1109370.797	580005.53	-5.014
gj000201	1109368.617	580005.563	-5.003
gj000202	1109366.436	580005.592	-4.999
gj000203	1109364.263	580005.618	-5.057
gj000204	1109362.099	580005.657	-4.999
gj000205	1109359.931	580005.698	-5.031
gj000206	1109357.77	580005.732	-4.976
gj000207	1109355.609	580005.777	-4.957
gj000208	1109353.444	580005.818	-4.926
gj000209	1109351.268	580005.83	-5.112
gj000210	1109349.091	580005.836	-5.157
gj000211	1109346.919	580005.843	-5.186
gj000212	1109344.748	580005.858	-5.196
gj000213	1109342.565	580005.876	-5.096
gj000214	1109340.377	580005.9	-5.014
gj000215	1109338.187	580005.932	-4.89
gj000216	1109335.995	580005.978	-5.06
gj000217	1109333.803	580006.014	-5.088
gj000218	1109331.604	580006.04	-5.103
gj000219	1109329.406	580006.065	-5.084
gj000220	1109327.212	580006.069	-5.022
gj000221	1109325.016	580006.062	-4.889
gj000222	1109322.826	580006.041	-4.956
gj000223	1109320.645	580006.028	-4.878
gj000224	1109318.475	580006.043	-4.76
gj000225	1109316.304	580006.064	-4.782
gj000226	1109314.128	580006.092	-4.743
gj000227	1109311.942	580006.114	-4.747
gj000228	1109309.749	580006.114	-4.737
gj000229	1109307.56	580006.119	-4.748
gj000230	1109305.385	580006.156	-4.768
gj000231	1109303.202	580006.203	-4.816
gj000232	1109301.015	580006.26	-4.874
